cantidad;valor_unitario;valor_total;costo;producto;subcategoria;categoria;punto_venta;ciudad;provincia;pais;region
1;113.0;113.0;308.22;595Mountain-500 Silver, 52;Mountain Bikes;Bikes;Resale Services;Culver City;California;United States;North America
1;809.76;809.76;739.04;306HL Mountain Frame - Black, 38;Mountain Frames;Components;Futuristic Bikes;Culver City;California;United States;North America
1;20.99;20.99;13.09;214Sport-100 Helmet, Red;Helmets;Accessories;Futuristic Bikes;Culver City;California;United States;North America
1;1391.99;1391.99;1265.62;353Mountain-200 Silver, 38;Mountain Bikes;Bikes;Futuristic Bikes;Culver City;California;United States;North America
3;5.39;16.17;10.09;481Racing Socks, M;Socks;Clothing;Discount Tours;Daly City;California;United States;North America
3;1020.59;3061.77;3247.53;580Road-350-W Yellow, 40;Road Bikes;Bikes;Discount Tours;Daly City;California;United States;North America
3;1020.59;3061.77;3247.53;583Road-350-W Yellow, 48;Road Bikes;Bikes;Discount Tours;Daly City;California;United States;North America
1;323.99;323.99;343.65;605Road-750 Black, 48;Road Bikes;Bikes;Metropolitan Manufacturing;El Cajon;California;United States;North America
5;38.1;190.5;118.75;471Classic Vest, S;Vests;Clothing;Metropolitan Manufacturing;El Cajon;California;United States;North America
4;5.39;21.56;13.45;481Racing Socks, M;Socks;Clothing;Metropolitan Manufacturing;El Cajon;California;United States;North America
2;5.39;10.78;6.72;481Racing Socks, M;Socks;Clothing;Metropolitan Manufacturing;El Cajon;California;United States;North America
6;5.39;32.34;20.17;482Racing Socks, L;Socks;Clothing;Metropolitan Manufacturing;El Cajon;California;United States;North America
3;32.39;97.17;124.72;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Metropolitan Manufacturing;El Cajon;California;United States;North America
1;24.29;24.29;17.98;545LL Road Pedal;Pedals;Components;Metropolitan Manufacturing;El Cajon;California;United States;North America
2;1020.59;2041.18;2165.02;580Road-350-W Yellow, 40;Road Bikes;Bikes;Metropolitan Manufacturing;El Cajon;California;United States;North America
3;1020.59;3061.77;3247.53;583Road-350-W Yellow, 48;Road Bikes;Bikes;Metropolitan Manufacturing;El Cajon;California;United States;North America
1;1020.59;1020.59;1082.51;583Road-350-W Yellow, 48;Road Bikes;Bikes;Metropolitan Manufacturing;El Cajon;California;United States;North America
4;20.99;83.96;52.35;217Sport-100 Helmet, Black;Helmets;Accessories;Coalition Bike Company;El Segundo;California;United States;North America
3;20.99;62.97;39.26;222Sport-100 Helmet, Blue;Helmets;Accessories;Coalition Bike Company;El Segundo;California;United States;North America
1;38.1;38.1;23.75;472Classic Vest, M;Vests;Clothing;Coalition Bike Company;El Segundo;California;United States;North America
5;32.39;161.95;207.86;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Coalition Bike Company;El Segundo;California;United States;North America
1;218.45;218.45;199.38;512ML Mountain Frame-W - Silver, 42;Mountain Frames;Components;Coalition Bike Company;El Segundo;California;United States;North America
3;338.99;1016.97;924.65;595Mountain-500 Silver, 52;Mountain Bikes;Bikes;Coalition Bike Company;El Segundo;California;United States;North America
1;105.29;105.29;77.92;556LL Crankset;Cranksets;Components;Eighth Bike Store;El Segundo;California;United States;North America
1;242.99;242.99;179.82;558HL Crankset;Cranksets;Components;Eighth Bike Store;El Segundo;California;United States;North America
2;242.99;485.98;359.63;558HL Crankset;Cranksets;Components;Eighth Bike Store;El Segundo;California;United States;North America
3;602.35;1807.05;1805.23;496HL Touring Frame - Yellow, 54;Touring Frames;Components;Eighth Bike Store;El Segundo;California;United States;North America
2;602.35;1204.7;1203.49;499HL Touring Frame - Blue, 54;Touring Frames;Components;Eighth Bike Store;El Segundo;California;United States;North America
1;602.35;602.35;601.74;500HL Touring Frame - Blue, 60;Touring Frames;Components;Eighth Bike Store;El Segundo;California;United States;North America
1;72.88;72.88;53.93;501Rear Derailleur;Derailleurs;Components;Eighth Bike Store;El Segundo;California;United States;North America
2;54.89;109.78;81.24;552Front Derailleur;Derailleurs;Components;Eighth Bike Store;El Segundo;California;United States;North America
2;54.89;109.78;81.24;552Front Derailleur;Derailleurs;Components;Eighth Bike Store;El Segundo;California;United States;North America
1;63.9;63.9;47.29;555Front Brakes;Brakes;Components;Eighth Bike Store;El Segundo;California;United States;North America
2;63.9;127.8;94.57;555Front Brakes;Brakes;Components;Eighth Bike Store;El Segundo;California;United States;North America
2;12.14;24.28;17.97;559Chain;Chains;Components;Eighth Bike Store;El Segundo;California;United States;North America
4;728.91;2915.64;3020.6;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;1430.44;2860.88;2963.88;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;1430.44;1430.44;1481.94;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
3;1430.44;4291.32;4445.81;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;1430.44;1430.44;1481.94;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
4;1430.44;5721.76;5927.75;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;445.41;890.82;922.89;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;445.41;890.82;922.89;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
3;445.41;1336.23;1384.33;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;445.41;890.82;922.89;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
3;445.41;1336.23;1384.33;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
3;445.41;1336.23;1384.33;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;1430.44;2860.88;2963.88;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
3;1430.44;4291.32;4445.81;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;1430.44;1430.44;1481.94;575Touring-1000 Blue, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
3;728.91;2186.73;2265.45;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;728.91;728.91;755.15;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;728.91;1457.82;1510.3;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;728.91;728.91;755.15;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;585Touring-3000 Blue, 44;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;585Touring-3000 Blue, 44;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Eighth Bike Store;El Segundo;California;United States;North America
2;32.39;64.78;47.94;601LL Bottom Bracket;Bottom Brackets;Components;Eighth Bike Store;El Segundo;California;United States;North America
3;72.89;218.67;161.82;603HL Bottom Bracket;Bottom Brackets;Components;Eighth Bike Store;El Segundo;California;United States;North America
1;72.89;72.89;53.94;603HL Bottom Bracket;Bottom Brackets;Components;Eighth Bike Store;El Segundo;California;United States;North America
5;1376.99;6884.95;6259.91;359Mountain-200 Black, 38;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
2;1376.99;2753.98;2503.96;361Mountain-200 Black, 42;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
15;38.49;577.35;392.64;474Women's Mountain Shorts, S;Shorts;Clothing;Small Bike Shop;El Segundo;California;United States;North America
10;41.99;419.9;261.76;476Women's Mountain Shorts, L;Shorts;Clothing;Small Bike Shop;El Segundo;California;United States;North America
1;323.99;323.99;294.58;596Mountain-500 Black, 40;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
3;323.99;971.97;883.74;597Mountain-500 Black, 42;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
1;323.99;323.99;294.58;598Mountain-500 Black, 44;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
1;323.99;323.99;294.58;599Mountain-500 Black, 48;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
2;323.99;647.98;589.16;600Mountain-500 Black, 52;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
3;1391.99;4175.97;3796.86;353Mountain-200 Silver, 38;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
2;1391.99;2783.98;2531.24;355Mountain-200 Silver, 42;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
2;1391.99;2783.98;2531.24;357Mountain-200 Silver, 46;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
5;37.15;185.75;137.46;400ML Mountain Handlebars;Handlebars;Components;Small Bike Shop;El Segundo;California;United States;North America
1;218.45;218.45;199.38;511ML Mountain Frame-W - Silver, 40;Mountain Frames;Components;Small Bike Shop;El Segundo;California;United States;North America
2;218.45;436.9;398.75;512ML Mountain Frame-W - Silver, 42;Mountain Frames;Components;Small Bike Shop;El Segundo;California;United States;North America
2;158.43;316.86;289.19;524LL Mountain Frame - Silver, 42;Mountain Frames;Components;Small Bike Shop;El Segundo;California;United States;North America
4;461.69;1846.76;1679.11;587Mountain-400-W Silver, 38;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
3;461.69;1385.07;1259.34;588Mountain-400-W Silver, 40;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
4;461.69;1846.76;1679.11;589Mountain-400-W Silver, 42;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
6;461.69;2770.14;2518.67;590Mountain-400-W Silver, 46;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
1;338.99;338.99;308.22;591Mountain-500 Silver, 40;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
1;338.99;338.99;308.22;593Mountain-500 Silver, 44;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
1;338.99;338.99;308.22;594Mountain-500 Silver, 48;Mountain Bikes;Bikes;Small Bike Shop;El Segundo;California;United States;North America
2;202.33;404.66;409.25;255LL Road Frame - Black, 58;Road Frames;Components;Number 1 Supply;Escondido;California;United States;North America
1;202.33;202.33;204.63;287LL Road Frame - Black, 52;Road Frames;Components;Number 1 Supply;Escondido;California;United States;North America
3;202.33;606.99;613.88;287LL Road Frame - Black, 52;Road Frames;Components;Number 1 Supply;Escondido;California;United States;North America
1;1466.01;1466.01;1554.95;374Road-250 Black, 44;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
3;1466.01;4398.03;4664.84;376Road-250 Black, 48;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
2;1466.01;2932.02;3109.9;376Road-250 Black, 48;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
1;858.9;858.9;868.63;440HL Road Frame - Black, 44;Road Frames;Components;Number 1 Supply;Escondido;California;United States;North America
1;14.69;14.69;9.16;467Half-Finger Gloves, L;Gloves;Clothing;Number 1 Supply;Escondido;California;United States;North America
1;323.99;323.99;343.65;584Road-750 Black, 58;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
1;323.99;323.99;343.65;584Road-750 Black, 58;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
3;323.99;971.97;1030.95;605Road-750 Black, 48;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
5;323.99;1619.95;1718.25;605Road-750 Black, 48;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
1;323.99;323.99;343.65;606Road-750 Black, 52;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
5;323.99;1619.95;1718.25;606Road-750 Black, 52;Road Bikes;Bikes;Number 1 Supply;Escondido;California;United States;North America
1;29.99;29.99;38.49;237Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Number 1 Supply;Escondido;California;United States;North America
